hand,board
"Qh,7s","6h,4h,9c,6s"
"3h,Ks","Kh,6h,2h,Qd"
"9s,5s","Ad,9h,Qd,Th,6s"
"8s,5h","5d,8d,Kh,3c,Ks"
"4s,2s","6s,6h,Ad,2h,Ac"
"8s,Qs","8d,Js,3d,Th"
"Ah,6d","3c,5d,Td,2c"
"8h,7d","Tc,Jc,Td"
"2d,6c","8d,3s,Th,Ks,Jd"
"Ac,6c","4s,6s,Kd,Kc"
"Jc,4d","2d,Kh,9h,4c,Js"
"Qd,4c","4d,4h,9d,9h"
"Ts,8s","2h,Qs,5h,Ah,3s"
"Ad,3d","5c,9d,6c,Tc"
"9d,Ac","8s,Js,Td"
"9h,Qd","4c,Tc,5d,6h"
"Tc,6c","8s,As,7h"
"2h,7h","4c,Js,3c,8c"
"3s,Qs","4s,7h,5s,6h,Kd"
"2c,Kh","7c,2s,Ac,Qc,Jd"
"8d,Qh","6d,Ks,Ah,9d,8s"
"Ah,Ad","Qd,4c,Td"
"6h,5h","Kc,4s,Qs"
"Td,4c","Ad,6s,5h,Qh"
"9c,8s","7h,Jd,4h,6c,2s"
"Kc,Tc","2s,5h,5d"
"2c,Ts","6h,4h,4c"
"4s,4c","Jd,Ah,8c,Jh"
"2s,Qs","6h,Kd,5s"
"5h,8c","8d,7h,5c"
"Ac,8d","Qs,4h,Js,6h,Ah"
"6h,Th","6c,2s,7c,5s"
"5d,7d","Ks,Jd,As"
"Ad,Ah","9h,Tc,2s,4s"
"5c,Tc","5s,4h,Td"
"Js,2d","6h,Kh,7d,7h,Ad"
"Ah,8h","8s,Ks,5h,5c"
"5h,4d","Js,Qs,3c"
"5c,4c","Th,8h,Kd"
"3c,6c","5c,As,Qs,9d,4d"
"4s,Qd","Jh,Ks,Kh,9h"
"4s,7d","Th,9d,Ac,2c"
"Ts,7d","5c,5d,8h,Js,7c"
"5s,Kh","3s,3d,Jc"
"Ts,7s","4s,5s,Js,2h,9d"
"3d,Ad","8s,9c,9h,6c"
"4c,Td","Ah,2h,6h,2c,9h"
"3c,Kc","7c,6s,4d"
"Kh,5d","4s,3c,Qd"
"4h,2h","Ac,9d,Kh,3s,Qc"
"5s,3c","Th,8d,Jd"
"Ah,Qd","3c,7d,5c,6s,Qc"
"2c,9d","7d,3d,6c,9c"
"4h,8s","Ad,9c,9s,Jc"
"8d,As","4s,Qc,9d,7d,9h"
"Jh,8d","2h,Qs,Kc"
"7d,7c","5s,5h,3d,8h"
"Tc,2d","5s,4d,6c,2h"
"9h,Qc","Ah,Ts,6s"
"9c,Qs","6s,3h,Qc,Qd,Th"
"9d,6h","8c,Js,3d,5c"
"Qh,5s","Kd,2h,8d,9d"
"4c,6s","9s,9c,5c"
"5c,9d","9c,Ts,5d"
"2c,3d","4h,Qc,6s,Jh"
"7d,8c","As,7s,3s,Tc,9s"
"2d,Kc","Ad,Kd,8s,2c,Ac"
"8s,7h","Js,4c,2s,2h,7s"
"Ad,2h","8d,7h,Qd,7c"
"3d,8h","7s,2h,Th,Jc"
"Tc,Ks","5c,Kd,Qd"
"5d,Ac","Qc,6s,8c,2c,5s"
"7h,8s","As,4d,Kh,Qs,Td"
"3c,7d","2h,Td,2s,6h"
"4h,3d","9s,6h,Kd"
"5s,Tc","6c,6s,7c"
"2d,2h","4c,Tc,Ac"
"5s,7c","Kh,Kc,Ad,7h,8c"
"Td,Th","Kd,2d,4s,4c"
"4c,7c","2s,Ts,3h,8c,5c"
"5h,2c","Jh,2d,Qd"
"3s,4s","7c,3h,2s,Kc"
"7c,5c","9d,Ad,Qs,3s"
"6d,3d","3s,2c,9d,Qh,Jd"
"3h,As","2d,Kd,6c,Ks"
"9h,4s","3s,7c,Th"
"9d,4c","6d,Qd,Jh"
"3s,5c","5h,Th,8d,Jd,7c"
"9c,4c","Th,6s,3s"
"4c,Jh","7c,9s,Th,9c,8s"
"5d,Jh","4s,As,Jd,Kc,Qc"
"Tc,8s","2d,5d,6h,Qc"
"Qs,As","2h,8s,Jh,Ac"
"5c,Kc","Js,3h,Qh,9c"
"7s,6h","7d,6d,4d,3s,Kh"
"6c,2h","8h,4s,5h"
"5c,Qh","Ad,Qc,7c"
"3s,2h","7h,Ks,Ah,6d,7s"
"7s,5c","Kc,Kd,Jd,9d,Ts"
"6d,Tc","4c,Kh,2s,2c"
"7h,8c","9s,Tc,4s"
"7c,8h","Qc,2h,5s,9s,5h"
"4d,3c","8c,2c,Kd,9c"
"9h,5d","Kc,4d,2s,Tc"
"2d,Ad","Ah,6h,5h,5c,3s"
"2s,7s","5c,Qs,4s"
"6d,Jh","Qh,Js,9h"
"Jh,7s","9d,7h,Kh,Tc,Jd"
"7h,2s","Td,5c,9s"
"8h,9h","Qs,Th,Ac,8d"
"2d,Kd","Jh,Qh,7d,Qc"
"4d,Td","9d,5s,Js"
"6s,Js","7d,4h,Ad,2d"
"9s,Td","Qs,Ac,9d,4h,Jd"
"Th,5d","2d,Qd,Jc,Kc"
"3d,4c","Ts,2h,5c,Ad,9c"
"8c,Ah","5s,8d,8h,5c,Td"
"5c,Ad","7c,Tc,Ah,Th,Kd"
"9h,3h","7s,Qs,5d,4c,Ts"
"6d,Kd","2h,2d,Ad"
"Kh,2c","6d,7d,6c,Tc,3c"
"7c,6s","4s,Qh,Th,9c"
"7d,4h","4s,Ah,Kh,6c"
"Qd,Ts","Td,5s,7h,4h,9d"
"9c,9s","7h,Ac,5s,7c,9h"
"6d,9s","Ac,Ks,3c,Js"
"5h,9d","Th,Qs,5d,As"
"Ks,3c","Ts,9d,6c,Kh"
"4d,4h","Kc,5c,7c,Ks"
"Td,8c","9d,7h,Ah,Tc"
"Jd,6h","Qs,2s,2h,3c,Tc"
"7d,2c","7s,4s,As,9d"
"6d,Th","Ad,Jd,9h,3h"
"3s,8c","9d,Js,2s"
"7h,2h","4d,Ad,6h,9c"
"2d,Kc","Ad,4d,4s,Ah"
"Qc,9c","8h,9d,Ah,Td,7s"
"Qh,Ac","Jd,Ad,4d,7s"
"7h,Qc","8s,5c,Jc"
"7d,5c","Qc,4h,As,8d,9s"
"5s,Kd","Kh,Ah,9h,2s,Ac"
"Kd,As","2c,Kc,3d,3h"
"7c,8s","2s,5c,Ks,2d,2h"
"Qs,4d","4h,9s,Ks,3h,Td"
"4d,2s","2d,Ts,Kd"
"9h,Js","Kh,Ad,8s,7d"
"Jd,2c","Jh,7d,5s,Td"
"Kh,7s","3s,Jc,Jd,2s,3h"
"Jd,5s","7h,8c,5c,8h,3d"
"9s,Ts","5d,Ac,Ad"
"4d,Qh","Kc,Kh,9h"
"6d,2h","9s,5d,Ac,5h"
"2d,6c","Ts,6h,Th,Jd"
"7d,9h","8h,8s,Qs,2s"
"2c,6d","9h,9c,4c,8s,2d"
"3c,9h","8h,Jc,Ks,8s"
"Ac,Js","Qh,5c,2d"
"Jd,9c","4s,7h,Kc,3c,4d"
"5s,Qd","9c,Jh,3c"
"3s,Tc","8d,2s,Jd,7c"
"8c,2d","Ks,Qh,2c,5c,Th"
"8d,9c","3h,Qc,8s,7s,6h"
"Ts,Ac","8h,9s,Kc,Ad,Qh"
"4h,Ac","Th,Tc,Jd"
"7s,Td","Ad,Ah,9h,9d"
"8s,6s","Ks,Jh,Kc,Js,4s"
"As,9c","2h,9d,Qs,2c"
"6h,5h","2d,7c,Jh"
"2c,6h","5c,2h,Qh,6c,Kd"
"2c,2d","5h,Ts,6d,Qs,5c"
"9c,9d","4s,6c,Td"
"8c,6s","Qc,Jc,2h,9c,Kh"
"3s,6s","5c,Qc,8h"
"5h,Th","Js,Qd,8h,Jc,2c"
"Ad,Qs","Qh,7d,Js,Jd"
"7h,Js","8c,3c,4h,9c"
"Qs,Ac","5d,5s,8h,6c"
"8c,3c","2h,3d,As,6c,Qh"
"Qd,6c","Ks,Ac,9s,6h"
"4h,5s","3d,8d,As,Jh,2h"
"Ks,Ac","5h,2d,6c"
"2c,6s","6h,8s,3s"
"3s,4c","4d,4h,8c,5c"
"5h,3c","3h,5s,9h,Td,4c"
"3c,6s","Ac,Kd,5h,6d"
"Td,As","4h,Jd,7s"
"4d,Ah","3d,Ts,7s"
"8h,7s","Kd,Tc,5d,8s,As"
"5c,4c","Qc,Jd,As,7c"
"As,Ah","8h,5c,Kh,2c"
"Tc,As","2d,7s,Ts"
"Th,8c","Kd,Ad,6s"
"7d,7s","Jc,Kc,9d,3s"
"Jh,3s","6d,Kh,Ks,Qd"
"Ts,Qd","9s,9d,4d,7s"
"8d,2s","6c,9c,6d,Ad,Td"
"6h,Ks","8d,Ah,4h,7h"
"Jh,Ah","3c,8h,6d"
"3h,5d","8s,9d,2h,Th"
"Qd,Ts","2s,5s,Tc"
"4s,5d","Kc,8h,7h,Kh,Qd"
"As,4c","Jd,Td,2d"
"As,5d","Ah,Qs,Jh,Kc,8d"
"Kd,4d","Jd,7h,Jh"
"6h,8h","5s,As,Tc,4s,9c"
"Qd,5s","8h,3s,7h,Kd"
"Qc,5d","8s,As,Ah,Tc"
"9s,2c","8s,5s,3s,As,5c"
"As,Th","Ks,Ad,8s,Jc,Qs"
"5d,Qh","8d,Td,Jc,7c"
"Qh,As","Kc,4d,3h"
"8d,9c","2c,4h,Td,Qc"
"2h,2d","4h,5s,4d"
"2d,8d","4h,Ts,6c"
"Ac,3s","Td,Jh,5h,5d,Js"
"6s,8c","4c,Ah,Ac,Jc,3s"
"6d,7s","7h,Td,2s"
"3d,Kh","2s,5s,5h"
"7c,4c","Qc,5d,Js,4h"
"Qc,As","Kd,Th,Ks,4c,Qs"
"2c,8s","9c,2s,6h,8c"
"3c,7c","Ts,2h,6d,3s"
"6s,4h","Td,Jd,4c,6h,Js"
"Qc,As","5c,3s,9d"
"Ac,Ks","2d,8h,8s,2s"
"8c,7s","Qh,Ad,2d,9c"
"9d,Js","Kc,9s,9h,2c"
"Ts,Ah","Td,6d,3d"
"5s,Jd","Qh,8d,5h"
"Qc,Ts","Qd,7s,3d,Jh,6h"
"4s,5h","Ah,2h,9d,9s,Ks"
"Td,4h","Ad,8h,3d,2c"
"6h,Tc","5c,6d,2d,Jc,Kc"
"Qd,4s","6c,Kc,Qc"
"7d,Kc","5s,4h,3c"
"9d,3c","9h,5s,Kd,8c"
"Qd,Th","Qc,4h,Ad,4s,As"
"Tc,Td","Ac,5d,8h"
"6s,7c","3h,Qh,4h,9s,Ks"
"9c,Ad","Qh,2s,5h,6h,5s"
"Ad,4c","8c,4s,9h,Jc,2c"
"Kd,3s","Td,Js,5d,5s,Qc"
"6h,8c","Qs,Ks,4h,As,Ac"
"9d,9c","2h,8h,Jh,9s"
"2s,As","6s,Ts,Tc"
"Jc,9c","4s,4d,Qc,7h"
"2h,4s","Jh,Qc,2s,Kc"
"Qd,9c","5c,Th,Ks"
"9c,8s","9h,Jd,Ad,6s,8d"
"4s,2s","Kc,5h,As,7d"
"2s,Ac","7d,2h,5s,9d,3h"
"Th,As","2h,6h,Kd,4s,7c"
"8h,2c","5c,8s,9s,6s,Jh"
"8h,Qd","Ah,6d,4s"
"Kc,Js","8s,5s,Kh,9c"
"8d,Kd","6d,9s,4d,Td,Kc"
"Jd,Kd","4h,Kc,Th,Js,Jc"
"9c,2d","Ts,6d,4s,Ks"
"2d,As","Td,4d,Ac,Js,6h"
"2d,3d","Td,3s,Kh,6h,5c"
"5s,2h","5d,4d,5c,Js"
"Ac,6c","4c,As,4d"
"2d,4c","8d,7c,9d,2h,2c"
"Ah,Qd","Qs,2s,5c,8c"
"As,2c","Td,4c,6c,2s,4h"
"2c,6h","4h,4d,4c,As"
"5s,3d","Ac,2c,9d,Qc"
"6s,4c","Ts,7d,4s,6c,5d"
"Qd,7c","3d,Ts,Tc,7d,9h"
"7c,Ac","Td,As,Jh,7d,7h"
"Qd,7h","Kh,7c,5h,2d,3d"
"2s,8h","Ac,3h,6d,Qd,7d"
"9d,4s","Qd,Kc,6s,7c"
"4h,7c","2c,5h,Qs"
"2s,9h","Jh,6c,2h,Jc"
"6s,3s","9d,Ah,4c"
"2d,4d","Td,Ad,8s,8h,9c"
"Ac,Qd","Jh,Qh,Ah"
"Qc,6c","Ad,3d,9c,8s"
"3s,4c","Kc,2h,5s,6s,Tc"
"2d,5c","Ks,Js,Qs,3s,Td"
"7h,8d","6h,Ah,4h"
"4d,2h","Th,9c,8c,Jc,Ks"
"9d,Qs","2s,5h,Ad,4d"
"Qh,3c","9d,6d,9c"
"3s,2h","2s,3d,9c,Ac,7d"
"Qs,4s","8s,9d,7c,9s"
"4s,4d","Jd,Js,Jc,8s"
"3s,Qd","Qh,6s,8s,Jd,3c"
"4c,7d","8h,7h,8c,Ad,9h"
"Ts,Ac","2h,Ad,6c,Kd"
"4h,Jh","3d,9c,7h,4d,8d"
"9s,9h","Th,7s,5s,Ad"
"3s,Ac","Tc,8h,8d,6d,Qh"
"6h,Tc","8c,9d,Td"
"3h,3c","Ad,9d,7d,8h"
"8h,6s","Qc,Ac,7c,Qh,3c"
"Ks,5h","3c,Qc,4d,5c"
"Ac,6h","Ad,Ks,7h,5s"
"4c,Ad","9s,Th,5h,7d"
"3d,6d","Ks,Ad,9s"
"Qc,3d","5c,Qh,Ad"
"Qc,8s","Qh,4c,9c,7c,9d"
"Qh,Ac","Ts,3d,9c"
"9c,Qc","8s,4c,9s"
"6c,7c","8h,Jc,Th,2h,2d"
"Tc,6s","Qc,7c,4c"
"Qc,Ad","8s,7h,6s,6c,Qd"
"9d,6d","Kc,4s,Qc"
"Qs,5d","2s,5h,2d"
"7c,5h","5s,Ah,4s,6c"
"5d,5s","3h,8h,Ks,Jd"
"4d,7c","3c,3h,Td,6c,Jc"
"8h,Kc","7c,2d,Th,Kd,2s"
"8d,Qh","6h,8h,2h"
"8s,8h","9c,Th,Jh"
"Th,4d","5d,3h,5c,4c"
"9d,Qh","7c,8d,4c,2c"
"6h,Jc","Ac,2c,8h,8s,6s"
"Jd,6d","As,6h,Qs,3c"
"7d,3c","Js,8d,5h,4c,5c"
"9s,8d","3s,8s,6s,9d,3d"
"Qc,5d","3h,Qh,Ah"
"6d,Ts","7d,Td,9s,Qh"
"Jc,5d","3s,Qs,8c,Kd,8h"
"3c,3d","8h,Ah,2s,8d"
"7s,3h","Jc,4c,9s"
"Jc,5c","Qc,Jd,3c"
"7s,6d","6c,Qc,8h,7c,Jh"
"8s,5s","2c,Td,Ac,6s"
"5d,9h","6h,Jc,7s"
"4h,8h","Qs,Qd,7s"
"2s,Ks","Td,Jh,6d,Jd,2d"
"Qc,4h","7d,7c,2s,Ad"
"4s,2h","Kd,8d,7h,5c,Ah"
"Ts,5s","2s,4h,3s"
"Td,5d","Kc,Qs,8c,2c"
"2c,5d","Td,8h,6c,3d,Kd"
"Kh,3s","6h,Ah,4c"
"As,Kd","9d,Th,3s,6c"
"5c,Jh","Th,Td,3c"
"Jc,8s","Qh,Qd,As,7s"
"8d,7d","Ac,Qc,3s,4d"
"Qh,8s","Qc,4d,5h,3s,Qd"
"8h,9c","2c,9d,Kh"
"5s,Ac","Kc,7c,6s"
"9d,Jh","7c,Qd,Ad,8s"
"9s,5c","Td,Qc,Ad,4s,6s"
"9h,2d","2c,Tc,Ah"
"8c,Tc","3c,5h,4s,3d,Kh"
"2s,5h","9d,7h,7c,Ah,6c"
"8c,8s","Qh,5s,Js"
"4s,Kh","9s,8d,Kc,6c"
"6d,7h","2d,Ts,Kc"
"3s,3h","5h,7c,7s"
"3d,2d","2s,Js,7d,Qd"
"5s,Qd","9h,Ac,4s"
"6c,3h","Td,7d,8s,Qc"
"Ad,Qc","Tc,Qs,5c,Ac"
"8c,6h","Js,Qc,4c,7c"
"Ad,Qh","6s,6d,3s,Js"
"7d,Qh","6s,9h,Ts,7s,3c"
"5c,Qc","7d,8s,4h,6d,Tc"
"2s,Ad","5h,7h,8h"
"Td,Js","9d,5d,5c,8s"
"3d,3h","Qh,2s,6h,7h"
"Th,5s","8s,Kh,Tc,Ah"
"6h,9h","3s,7d,6s,8d"
"Ad,Jc","9d,Kc,Th"
"6d,5s","5h,7d,6h,8h,2s"
"2d,7h","Kc,9c,Qd,3d,2c"
"9s,Qd","Th,2s,4h,9c"
"Qs,Qc","Qd,Ad,6h,Jd"
"Ts,2s","9c,4h,Ad"
"5c,7s","2c,Js,7h"
"3c,8s","6h,6d,9d"
"Ad,4d","8d,5s,Kd"
"5s,8h","4s,2h,6h,2s"
"Jc,Ts","9c,5c,Js"
"8s,Ah","Ks,Ad,4c,8h,6d"
"Ts,Qs","Ks,Kh,Jd"
"4h,Ks","Ad,2d,5d,3h,8c"
"4s,6s","6c,8c,6d,Qd,9c"
"Js,Jd","9s,4c,6s"
"4c,Td","As,2d,Ac,Jd,7d"
"9d,Jc","Tc,Js,Ts,4c"
"9c,8c","8s,9d,Ts,As"
"2d,8h","2s,7d,2c,3d,Qd"
"8h,2s","9s,3c,8c,6d,4d"
"2d,5d","4s,6d,7d,Th,Jd"
"6d,Ah","3d,9h,5h,Kh"
"2h,9h","5c,9c,Jd,4s,3s"
"As,Kd","8d,7s,9c,5d"
"7h,Kc","8c,Js,Ts"
"Jc,7s","3c,Qs,7d"
"Qs,4h","5d,7s,4c,Kh"
"Ac,Jh","Jd,Kh,7h,Kc"
"Ks,Js","Kc,3h,7c"
"5d,9d","Tc,9h,6d,2c"
"4s,7h","4d,Ah,3c,Th,Jd"
"Ts,Ah","6h,5c,6s,Ac,2h"
"6d,7d","2c,Qs,Ac,6h,2h"
"Ks,3s","5s,5c,2d"
"Jd,5h","Ks,Kh,Qd"
"2h,Jh","6s,Qc,7d,4d,5d"
"9d,3c","Qs,8d,Jd,Jh,5s"
"9d,Kd","7h,Jh,Jd,Kc,4h"
"Qh,7s","8h,Td,Jd"
"3s,9d","4d,Jh,2d,8s,Ah"
"Js,8d","7h,2d,2c,2h"
"Th,9h","Tc,5h,3h,4h,9d"
"6s,Qc","3c,Qd,Ad,9h,6d"
"3c,2d","4d,8h,Th,8s,4c"
"7d,8h","9s,6d,Ad"
"6h,Kd","4d,Qd,Qc,4s,9s"
"2c,Qd","2h,4s,As,5d,Ad"
"Jc,Jd","Qd,As,2h,8s"
"9d,Ks","Th,4c,Ac,Jd,Ah"
"9d,Ac","Ts,Qc,Th"
"7h,3h","Qc,5c,3c"
"Ah,6c","2h,Kc,Qs,9s"
"3s,9s","9d,Qc,Qh"
"Qh,8d","4s,Tc,Qd,9h"
"Qc,8c","6c,7s,Ac,Kc"
"7s,Qc","Ac,8h,5h,Ts,9d"
"9c,9d","Ah,8s,5c"
"As,Td","5d,Ah,9h"
"Jc,Kh","7d,4s,Ah,6c,5d"
"Jc,Qc","Js,4s,2c,3s"
"Qs,Th","7c,2s,As,5s,6s"
"Qc,Qh","Jd,9d,6s"
"4c,3s","2d,Ac,7d"
"Jc,Js","8d,7d,9h,7h,Jh"
"3c,2c","9s,2d,2h,4h"
"9d,3d","4c,3s,Kc"
"9d,7c","Jh,8d,Kc,7d"
"3d,Ah","9s,5h,7c,Th"
"Td,7d","2s,8h,Ks,6d"
"8h,Qc","5c,Js,6s,Kd,Ac"
"5h,Tc","8s,Qd,Qc"
"6c,6h","Td,8d,9s,2d,Jc"
"4s,Jc","5d,8c,6c,5s,7d"
"7d,9h","Jd,Kc,5h,8h"
"2d,4c","9d,Kc,Jh,9c"
"7s,Kc","2s,3h,7h,Qc"
"Qd,9d","Qc,As,6h,8d,2c"
"4h,9s","7d,9c,6s"
"9h,4s","Qd,Ts,Qc"
"Th,Ac","2c,6d,7d,Qh,7h"
"5d,Js","Kh,Qc,7c,7s,9d"
"Js,9s","2s,5s,4d"
"7s,Jd","Ah,2h,Ad,Kc,9h"
"4s,7s","7c,4h,Kh,Jh,Ad"
"8d,8h","8c,Td,5d"
"7h,Js","2d,2h,8h,Th,Kh"
"Jc,Qh","Qd,Ts,8c,4c"
"6c,6h","7c,7s,5h,5s,3c"
"5h,8d","Jc,Ac,3h,2s"
"Kc,Qh","3h,Jc,Ah"
"Jc,Qh","7h,As,6s,Qs,7s"
"As,9s","Ks,4c,7s,6h"
"5d,6h","4d,3c,Ad,2s"
"Js,Qc","Jc,5s,Ad"
"7s,Ts","9c,Kh,4h"
"8d,5s","9h,6c,Js,Ts"
"7c,8c","Qh,5c,2c"
"Jd,As","5c,Td,7h,2d,4s"
"Ac,7s","4s,Jh,6c,Td,6s"
"As,Th","5c,8h,7d,8s,6s"
"4c,3d","7h,8d,Td"
"2s,Ac","9s,Kd,5s,Qc"
"9c,Qc","Ad,3d,2d,8s"
"8c,Kd","5s,3d,8d,6h"
"8h,Tc","3c,7c,Kd,4c,Jc"
"2h,9c","7s,Ts,Kc,As,3h"
"8d,Th","6s,2s,5d,5h,7c"
"Qd,Qh","3d,3h,6s,5d"
"Qs,6c","5s,Tc,Jc"
"5s,4s","8s,8d,5h,7s"
"Td,Ah","6s,7c,2h,9h"
"2c,8h","Th,9c,3d,Kd,5h"
"5d,Jd","4d,6c,Jh"
"6c,5h","Jc,Ks,2s,9d"
"Qh,6c","6d,3c,7c,2c"
"Qh,9d","Qd,6s,Ac"
"2s,8d","6d,Qc,Qs,9d"
"3c,4h","Kd,2d,7h,Ks"
"5h,Jd","3d,9d,5d"
"As,Ts","6h,4s,8c,Ah,2s"
"3d,8h","Th,Tc,2d,Jh"
"Qh,3s","Kh,Ks,6d,3h"
"3d,8c","5d,Ks,7c,As"
"Ac,Kh","Qh,Kc,8h,4d"
"5s,Qh","7c,5h,3h,2d,8s"
"Ah,5c","4s,3h,8d,Th"
"3s,9h","Jc,7c,2c"
"3d,7d","2d,6d,7s,5c,5d"
"3h,Ac","7h,Js,Qd"
"2h,Tc","Js,8h,3d"
"Qc,4h","Jc,9d,2c"
"As,8c","Kc,Ah,4c"
"Qd,6h","Td,6c,4d,Ts"
"Jc,7h","3c,Ts,Qh,2h"
"As,Tc","8d,4d,Jh,Ad"
"3c,Td","Th,7d,Ks"
"Qd,9c","5s,7d,As"
"9s,Tc","As,Js,Qs,Jc,6c"
"As,9s","8d,9d,Jc,7h"
"Qc,Ks","4d,7h,9d,2c,8d"
"7c,Ad","9h,3d,9s"
"6h,4s","Js,Ks,Ac,2d,9h"
"9c,8d","As,7c,Tc,5c,4s"
"7h,Jc","Kd,Ad,4d"
"5c,5d","4d,Th,Ah,2h"
"7h,5d","Jc,Ah,As,4d,9s"
"8c,9c","2s,Tc,8h"
"Ah,Kh","9s,8c,Qs,Kd"
"7h,2d","Qs,5d,7s,Kd"
"7s,3s","4c,Jc,Ks,9c"
"Jh,7d","5c,9d,Kc,4h"
"4c,Qc","2h,9h,6h,Ts,7c"
"Ad,Qc","5c,8s,9c,Kc"
"4c,5d","Ac,6c,5h"
"Qh,Qs","7d,Jc,7s"
"Js,5d","2h,Td,5c,Qs,9d"
"2d,3c","9d,8d,Ah,Ks,Tc"
"5s,Jh","Td,Js,4c,7d,5c"
"6h,5h","4h,4c,Kc,Qh"
"5d,7h","8d,8s,5s,5h,4c"
"Kc,Jc","5d,Ks,6c,5h,7h"
"4c,4d","Qc,3s,Js,Kh"
"Jh,4d","Qd,2c,Qs,3c,Js"
"3c,Ah","2h,Ac,6h"
"3s,8s","5d,6d,6s,9h"
"9c,Qh","8s,8h,2h,6c"
"5c,2d","Js,Ac,Qc,6s"
"5d,3c","Ah,7h,Tc"
"Ah,4s","6h,5c,5d,Kh"
"7c,5s","6d,3h,Qs"
"6c,9d","Qh,8s,7h,3d"
"2c,5s","Ts,6c,Ks,Kh"
"As,3h","Kd,Qh,Tc,Ad"
"Kd,8s","7h,6d,3h,Ts"
"9s,3s","3h,3c,2s,Qc"
"Ah,3d","8d,Kh,Jh,6h"
"6s,7d","2s,4d,Jd,Ac,3s"
"5h,Qh","Ts,8s,7h"
"8d,4d","2c,8s,Jc,Ts,Td"
"3c,4h","4s,Ks,Kc"
"Jh,8s","4c,5s,Th,Qd"
"8s,9c","9d,Ah,Ad,8d,Qd"
"3c,Ts","Td,4h,3s,Tc"
"2c,3h","2s,Ad,Th,4h"
"7h,3s","2d,5c,6d"
"Jh,8c","Ah,Kd,Qc,3h"
"Qh,Ac","6s,5h,Kd,8d,3s"
"4d,Th","7h,Jh,Td"
"9s,Js","Ac,5h,Th,8d,7d"
"2c,3d","9s,3c,Td,8d"
"7h,Kh","Qs,8s,3c"
"Qc,7d","5h,7s,Qh,8d,8h"
"Kh,9d","Ah,8d,Td"
"Td,Th","3h,Kh,Kc"
"2h,Th","9s,Ks,2s"
"Ts,6h","2s,7d,8h,Qd"
"4s,Ts","4c,Ac,Ah,4d,Tc"
"Ts,7s","Tc,Qd,8d,Ah,9d"
"9d,7s","3h,2c,2h,5d"
"Th,3c","Qs,8c,Kh"
"7d,8s","As,Tc,6d"
"4d,6d","5s,8h,Jd,Ad"
"5s,Jh","5h,Qd,8s,3d"
"Kd,5d","Ts,As,7h,4h,Js"
"7h,4s","Jh,Jd,Ts,3c"
"7s,Qh","Qd,9s,9d"
"9h,Ac","Ts,6h,Ad,2d"
"7d,Js","Tc,Ts,7h"
"5d,4h","8c,Tc,Js,8d,7s"
"3c,2c","Kh,5c,Qc,2s"
"6d,Ac","3s,4c,Ad,6s"
"Qh,3h","9c,8h,9d"
"Qc,4d","6h,3h,9c,9s"
"Jd,6d","2s,3d,3h"
"Jh,Ad","5c,Ts,Ac,Ah,Jc"
"5s,6h","6d,As,2h"
"8h,Th","2d,3h,6c,As"
"3s,Th","2s,As,8h"
"6d,Qd","2d,9s,8h,Jd"
"8s,As","Ks,Jh,3c,6s"
"7h,Ks","5d,Qc,Ts,3c"
"9h,Kh","2h,6s,4s,Ad,7d"
"Ts,Tc","Ad,Kh,Qd"
"Ah,4h","7d,8d,2h"
"9s,9h","3s,Kc,8d,5s,Ks"
"3s,Ad","8h,Td,Ac,2h"
"2s,8d","8h,9d,Ad"
"4h,Kd","8s,Qd,Kh,4s,6d"
"5d,6s","Jd,4c,Kc,8d"
"Tc,Kh","6s,2h,Kd,4s,8h"
"Jc,9c","8s,6s,9h"
"As,7s","6c,Ts,Ah,5c"
"Jc,Kd","7s,8c,9s,Ah"
"8d,2h","Js,Tc,Ks,4d"
"6c,7s","Ts,Ah,Ad,Qs"
"4h,8d","Jd,Qd,Ah,Ac,9h"
"Qd,4s","3c,5d,3s,8d"
"Ah,5s","7d,4c,5h"
"7h,Td","9h,2s,7c,7d,3h"
"2c,Ks","5d,6s,5s,Kd"
"8s,4h","5c,Td,7c,9s,5d"
"Jh,Qh","3s,9h,7d,3d,2s"
"Js,Td","2c,4c,5c,9h,Kd"
"Qd,Kc","Kd,Qc,Ah,2s,9c"
"Js,7s","5c,Qs,Ts,6s"
"5s,6h","8s,Kd,Qs,3c,7c"
"Qc,3c","7d,8s,5h,6c"
"5s,Kd","6h,7s,9h"
"Tc,6d","Th,2c,5s"
"Kd,5c","4d,6c,4h,5d"
"Jc,8h","6s,5d,Qc,7d,9c"
"5h,3d","Qs,8s,6s"
"Qs,4h","Kh,7c,Td,9c"
"7h,Ac","Qc,Tc,Ks"
"Ac,Td","3d,5c,Th"
"3d,9c","2s,9h,7h,9s"
"6h,2h","3h,4c,8c,Jd,2d"
"Qc,8h","2c,6h,Kh,Kc"
"Ad,4s","Qh,3c,Td,8s"
"4s,Ad","6h,Qd,2d,5s"
"9s,3c","8d,8h,7d"
"Th,Jc","4d,Td,Ah,6s,Qd"
"Jc,7c","9s,6d,Ac"
"2d,Tc","3h,Kd,4c,8c"
"Kh,4h","3d,6s,3s,Td"
"Jh,4s","Qd,2d,2s,4c"
"Ad,4s","Kd,6c,8c,5h"
"Tc,8c","7s,Ad,5h"
"4s,2c","9d,8d,Ts,Kh,Qs"
"Kh,Ad","2h,Qd,Jd,5s,7d"
"6d,Td","As,7h,Ks,7c,7s"
